section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,tooltip-row (3),tooltip-row (5),tooltip-row (7),tooltip-row (9),readonly (7),readonly (8),status-bold,status-bold (2),readonly (9),meeting (2),meeting (3),meeting (4),meeting (5),readonly (10),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),ui-state-default (16),tooltip-row (27),tooltip-row (29),tooltip-row (37),tooltip-row (39),ui-pillbox-summary (5),ui-state-default (29),ui-state-default (30),ui-state-default (31),ui-state-default (32),ui-state-default (33),ui-state-default (34),meeting (21),meeting (22),meeting (23),meeting (24),meeting (25),tooltip-row (41),tooltip-row (42),tooltip-row (43),tooltip-row (44),tooltip-row (45),tooltip-row (46),tooltip-row (47),tooltip-row (48),tooltip-row (49),tooltip-row (50),tooltip-row (57),tooltip-row (59),ui-pillbox-summary (7),ui-state-default (43),ui-state-default (44),ui-state-default (45),ui-state-default (46),ui-state-default (47),ui-state-default (48),meeting (31),meeting (32),meeting (33),meeting (34),meeting (35),tooltip-row (61),tooltip-row (62),tooltip-row (63),tooltip-row (64),tooltip-row (65),tooltip-row (66),tooltip-row (67),tooltip-row (68),tooltip-row (69),tooltip-row (70),ui-pillbox-summary (8),ui-state-default (50),ui-state-default (51),ui-state-default (52),ui-state-default (53),ui-state-default (54),ui-state-default (55),meeting (36),meeting (37),meeting (38),meeting (39),meeting (40),tooltip-row (71),tooltip-row (72),tooltip-row (73),tooltip-row (74),tooltip-row (75),tooltip-row (76),tooltip-row (77),tooltip-row (78),tooltip-row (79),tooltip-row (80),readonly (11),readonly (12),status-full,status-waitlist
Supply Chain Management,Lecture,Management - CPS,2220,02,3,40366,Tuesday,M,W,T,F,S,T,05:50 PM - 08:20 PM,Building: Hastings Suite,Room: 106,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,"3 of 24 seats remain.
10 of 10 waitlist seats remain.",3,10,CPS-Programs-UG,05,50,08,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organizational Behavior,Lecture,Management - CPS,2310,03,3,40137,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/26/2025,End Date: 04/26/2025,Online,"1 of 31 seats remain.
10 of 10 waitlist seats remain.",1,10,NUpath Difference/Diversity,,,,,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organizational Behavior,Lecture,Management - CPS,2310,05,3,40090,Thursday,M,T,W,F,S,T,05:50 PM - 08:20 PM,Building: Ryder Hall,Room: 209,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,,FULL,10,NUpath Difference/Diversity,05,50,08,20,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FULL: 0 of 20 seats remain.,10 of 10 waitlist seats remain.
Organizational Behavior,Lecture,Management - CPS,2310,06,3,40554,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/26/2025,End Date: 04/26/2025,Online,"2 of 30 seats remain.
10 of 10 waitlist seats remain.",2,10,NUpath Difference/Diversity,,,,,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Law,Lecture,Management - CPS,2330,01,3,40078,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,"2 of 30 seats remain.
10 of 10 waitlist seats remain.",2,10,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Law,Lecture,Management - CPS,2330,04,3,40155,Wednesday,M,T,T,F,S,W,11:15 AM - 01:45 PM,Building: 89 Broad Street,Room: 237,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,"12 of 30 seats remain.
10 of 10 waitlist seats remain.",12,10,CPS-Programs-UG,11,15,01,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Business,Lecture,Management - CPS,3220,01,3,40148,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/25/2025,Online,"13 of 30 seats remain.
10 of 10 waitlist seats remain.",13,10,NUpath Societies/Institutions,,,,,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Business,Lecture,Management - CPS,3220,04,3,40153,Monday,T,W,T,F,S,M,11:15 AM - 01:45 PM,Building: Snell Library,Room: 007,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,"13 of 18 seats remain.
10 of 10 waitlist seats remain.",13,10,NUpath Societies/Institutions,11,15,01,45,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Management,Lecture,Management - CPS,4210,01,3,40079,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,"23 of 30 seats remain.
10 of 10 waitlist seats remain.",23,10,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Management,Lecture,Management - CPS,4210,02,3,40152,Monday,T,W,T,F,S,M,02:50 PM - 05:20 PM,Building: Ryder Hall,Room: 124,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,"14 of 24 seats remain.
10 of 10 waitlist seats remain.",14,10,CPS-Programs-UG,02,50,05,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innovation and Change Management,Lecture,Management - CPS,4220,01,3,40127,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,"22 of 30 seats remain.
10 of 10 waitlist seats remain.",22,10,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innovation and Change Management,Lecture,Management - CPS,4220,02,3,40171,Wednesday,M,T,T,F,S,W,05:50 PM - 08:20 PM,Building: 89 Broad Street,Room: 210,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,"19 of 30 seats remain.
10 of 10 waitlist seats remain.",19,10,CPS-Programs-UG,05,50,08,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Venture Creation,Lecture,Management - CPS,4230,02,3,40149,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,"14 of 30 seats remain.
10 of 10 waitlist seats remain.",14,10,NUpath Creative Express/Innov,,,,,NUpath Writing Intensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPS-Programs-UG,,,
New Venture Creation,Lecture,Management - CPS,4230,03,3,40169,Wednesday,M,T,T,F,S,W,02:50 PM - 05:20 PM,Building: Ryder Hall,Room: 124,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,"1 of 18 seats remain.
10 of 10 waitlist seats remain.",1,10,NUpath Creative Express/Innov,02,50,05,20,NUpath Writing Intensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPS-Programs-UG,,,
Business Strategy,Lecture,Management - CPS,4850,01,4,40087,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,"3 of 20 seats remain.
10 of 10 waitlist seats remain.",3,10,NUpath Capstone Experience,,,,,NUpath Writing Intensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPS-Programs-UG,,,
Business Strategy,Lecture,Management - CPS,4850,02,4,40085,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,"5 of 20 seats remain.
10 of 10 waitlist seats remain.",5,10,NUpath Capstone Experience,,,,,NUpath Writing Intensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPS-Programs-UG,,,
Business Strategy,Lecture,Management - CPS,4850,03,4,40154,Monday,T,W,T,F,S,M,05:50 PM - 09:10 PM,Building: Snell Library,Room: 037,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,"13 of 30 seats remain.
10 of 10 waitlist seats remain.",13,10,NUpath Capstone Experience,05,50,09,10,NUpath Writing Intensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPS-Programs-UG,,,
Project,Individual Instruction,Management - CPS,4955,01,1,40575,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,1 of 1 seats remain.,1,,No Course Evaluation,,,,,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Principles of Marketing,Lecture,Marketing - CPS,2100,01,3,40092,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,,FULL,10,CPS-Programs-UG,,,,,XN Experiential Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FULL: 0 of 30 seats remain.,10 of 10 waitlist seats remain.
Principles of Marketing,Lecture,Marketing - CPS,2100,04,3,40119,Thursday,M,T,W,F,S,T,02:50 PM - 05:20 PM,Building: Ryder Hall,Room: 153,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,"22 of 30 seats remain.
10 of 10 waitlist seats remain.",22,10,CPS-Programs-UG,02,50,05,20,XN Experiential Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumer Behavior,Lecture,Marketing - CPS,2220,01,3,40188,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/26/2025,End Date: 04/26/2025,Online,"14 of 30 seats remain.
10 of 10 waitlist seats remain.",14,10,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Marketing,Lecture,Marketing - CPS,3010,01,3,40221,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,"20 of 30 seats remain.
10 of 10 waitlist seats remain.",20,10,CPS-Programs-UG,,,,,XN Experiential Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
College Algebra,Lecture,Mathematics - CPS,1100,01,3,40054,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/25/2025,Online,"16 of 30 seats remain.
5 of 5 waitlist seats remain.",16,5,NUpath Formal/Quant Reasoning,,,,,Lowell Institute School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
College Algebra,Lecture,Mathematics - CPS,1100,02,3,40055,Wednesday,M,T,T,F,S,W,05:50 PM - 08:20 PM,Building: Behrakis Health Sciences Cntr,Room: 010,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,"8 of 30 seats remain.
10 of 10 waitlist seats remain.",8,10,NUpath Formal/Quant Reasoning,05,50,08,20,Lowell Institute School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
College Algebra,Lecture,Mathematics - CPS,1100,03,3,40086,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,"1 of 30 seats remain.
15 of 15 waitlist seats remain.",1,15,NUpath Formal/Quant Reasoning,,,,,Lowell Institute School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
College Algebra,Lecture,Mathematics - CPS,1100,04,3,40115,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/26/2025,End Date: 04/26/2025,Online,"8 of 30 seats remain.
5 of 5 waitlist seats remain.",8,5,NUpath Formal/Quant Reasoning,,,,,Lowell Institute School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calculus 1,Lecture,Mathematics - CPS,2100,01,3,40056,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,"14 of 30 seats remain.
15 of 15 waitlist seats remain.",14,15,NUpath Formal/Quant Reasoning,,,,,Lowell Institute School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calculus 2,Lecture,Mathematics - CPS,2105,01,3,40395,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,6 of 30 seats remain.,6,,NUpath Formal/Quant Reasoning,,,,,Lowell Institute School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technical Math 1,Lecture,Mathematics - CPS,2120,01,3,40396,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,26 of 30 seats remain.,26,,Lowell Institute School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Statistics,Lecture,Mathematics - CPS,2300,01,3,40057,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/25/2025,Online,"3 of 30 seats remain.
15 of 15 waitlist seats remain.",3,15,NUpath Analyzing/Using Data,,,,,Lowell Institute School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Statistics,Lecture,Mathematics - CPS,2300,02,3,40172,Monday,T,W,T,F,S,M,02:00 PM - 04:30 PM,Building: Kariotis Hall,Room: 302,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,"7 of 27 seats remain.
5 of 5 waitlist seats remain.",7,5,NUpath Analyzing/Using Data,02,00,04,30,Lowell Institute School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statistics for the Behavioral and Social Sciences,Lecture,Mathematics - CPS,2310,02,3,40106,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,"4 of 30 seats remain.
15 of 15 waitlist seats remain.",4,15,NUpath Analyzing/Using Data,,,,,NUpath Formal/Quant Reasoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lowell Institute School,,,
Technology and Applications of Discrete Mathematics,Lecture,Mathematics - CPS,2400,02,3,40284,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,8 of 30 seats remain.,8,,NUpath Formal/Quant Reasoning,,,,,Lowell Institute School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPS Mathematics Core,,,
Technology and Applications of Discrete Mathematics,Lecture,Mathematics - CPS,2400,03,3,40413,Wednesday,M,T,T,F,S,W,05:50 PM - 08:20 PM,Building: 89 Broad Street,Room: 235,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,24 of 30 seats remain.,24,,NUpath Formal/Quant Reasoning,05,50,08,20,Lowell Institute School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPS Mathematics Core,,,
Engineering Computer-Aided Design and Tolerance Analysis,Lecture,Mechanical Engineer Tech - CPS,2000,01,3,40380,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,"22 of 30 seats remain.
10 of 10 waitlist seats remain.",22,10,Lowell Institute School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mechanical Engineering Systems Design,Lecture,Mechanical Engineer Tech - CPS,4100,02,3,40498,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,"27 of 30 seats remain.
10 of 10 waitlist seats remain.",27,10,Low Enrollment,,,,,Lowell Institute School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sound Health: Music and Relaxation,Lecture,Music - CPS,1100,01,3,40053,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/25/2025,Online,,FULL,5,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FULL: 0 of 25 seats remain.,5 of 5 waitlist seats remain.
Social and Political Philosophy,Lecture,Philosophy - CPS,1100,01,3,40073,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/26/2025,End Date: 04/26/2025,Online,"18 of 30 seats remain.
10 of 10 waitlist seats remain.",18,10,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Ethics,Lecture,Philosophy - CPS,2100,01,3,40074,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/25/2025,Online,"13 of 30 seats remain.
10 of 10 waitlist seats remain.",13,10,NUpath Ethical Reasoning,,,,,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Ethics,Lecture,Philosophy - CPS,2100,02,3,40128,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,"3 of 30 seats remain.
10 of 10 waitlist seats remain.",3,10,NUpath Ethical Reasoning,,,,,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Ethics,Lecture,Philosophy - CPS,2100,03,3,40097,Wednesday,M,T,T,F,S,W,05:50 PM - 08:20 PM,Building: Richards Hall,Room: 458,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,"11 of 30 seats remain.
10 of 10 waitlist seats remain.",11,10,NUpath Ethical Reasoning,05,50,08,20,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethical Issues in Communication,Lecture,Philosophy - CPS,2120,02,3,40323,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,"21 of 30 seats remain.
10 of 10 waitlist seats remain.",21,10,NUpath Ethical Reasoning,,,,,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethical Issues in Healthcare,Lecture,Philosophy - CPS,2130,01,3,40322,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,"9 of 30 seats remain.
10 of 10 waitlist seats remain.",9,10,NUpath Ethical Reasoning,,,,,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethical Issues in Science and Engineering,Lecture,Philosophy - CPS,2140,01,3,40075,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,"2 of 30 seats remain.
10 of 10 waitlist seats remain.",2,10,NUpath Ethical Reasoning,,,,,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbolic Logic,Lecture,Philosophy - CPS,2310,01,3,40551,Thursday,M,T,W,F,S,T,05:50 PM - 08:20 PM,Building: EXP,Room: 201,Start Date: 02/26/2025,End Date: 04/26/2025,Boston,"22 of 30 seats remain.
5 of 5 waitlist seats remain.",22,5,NUpath Formal/Quant Reasoning,05,50,08,20,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physics 1,Lecture,Physics - CPS,1200,02,3,40388,Tuesday,M,W,T,F,S,T,05:50 PM - 08:20 PM,Building: Hastings Suite,Room: 109,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,7 of 24 seats remain.,7,,NUpath Natural/Designed World,05,50,08,20,Lowell Institute School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physics 1,Lecture,Physics - CPS,1200,03,3,40414,None,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,Online,23 of 30 seats remain.,23,,NUpath Natural/Designed World,,,,,Lowell Institute School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHY 1200,Lab,Physics - CPS,1201,04,1,40389,Tuesday,M,W,T,F,S,T,08:30 PM - 10:00 PM,Building: Churchill Hall,Room: 319,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,,FULL,,CPS-Undergraduate Labs,08,30,10,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FULL: 0 of 10 seats remain.,
Lab for PHY 1200,Lab,Physics - CPS,1201,05,1,40448,Tuesday,M,W,T,F,S,T,08:30 PM - 10:00 PM,Building: Churchill Hall,Room: 319,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,1 of 10 seats remain.,1,,CPS-Undergraduate Labs,08,30,10,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physics 2,Lecture,Physics - CPS,2200,01,3,40062,Thursday,M,T,W,F,S,T,05:50 PM - 08:20 PM,Building: Science Engineering Complex,Room: 136,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,"2 of 30 seats remain.
15 of 15 waitlist seats remain.",2,15,NUpath Natural/Designed World,05,50,08,20,Lowell Institute School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for PHY 2200,Lab,Physics - CPS,2201,01,1,40063,Thursday,M,T,W,F,S,T,08:30 PM - 10:00 PM,Building: Churchill Hall,Room: 319,Start Date: 01/06/2025,End Date: 04/26/2025,Boston,,FULL,10,CPS-Undergraduate Labs,08,30,10,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FULL: 0 of 10 seats remain.,10 of 10 waitlist seats remain.
