section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,meeting (2),meeting (3),meeting (4),meeting (5),tooltip-row,tooltip-row (3),tooltip-row (5),tooltip-row (7),tooltip-row (9),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),readonly (7),status-full,status-bold,readonly (8),readonly (10),status-bold (2),status-waitlist,ui-pillbox-summary (3),ui-state-default (15),ui-state-default (16),ui-state-default (17),ui-state-default (18),ui-state-default (19),ui-state-default (21),meeting (11),meeting (12),meeting (13),meeting (14),meeting (15),tooltip-row (21),tooltip-row (22),tooltip-row (23),tooltip-row (24),tooltip-row (25),tooltip-row (26),tooltip-row (27),tooltip-row (28),tooltip-row (29),tooltip-row (30),readonly (11),readonly (12),readonly (13),readonly (14),readonly (15),ui-pillbox-summary (4),ui-state-default (22),ui-state-default (23),ui-state-default (24),ui-state-default (25),ui-state-default (26),ui-state-default (27),ui-state-default (28),meeting (16),meeting (17),meeting (18),meeting (19),meeting (20),tooltip-row (31),tooltip-row (32),tooltip-row (33),tooltip-row (34),tooltip-row (35),tooltip-row (36),tooltip-row (37),tooltip-row (38),tooltip-row (39),tooltip-row (40),readonly (16),readonly (17),ui-pillbox-summary (5),ui-state-default (29),ui-state-default (30),ui-state-default (31),ui-state-default (32),ui-state-default (33),ui-state-default (34),ui-state-default (35),meeting (21),meeting (22),meeting (23),meeting (24),meeting (25),tooltip-row (41),tooltip-row (42),tooltip-row (43),tooltip-row (44),tooltip-row (45),tooltip-row (46),tooltip-row (47),tooltip-row (48),tooltip-row (49),tooltip-row (50),tooltip-row (57),tooltip-row (59)
"Data Structures, Algorithms, and Their Applications within Computer Systems",Lecture,Computer Science,5008,01,4,35644,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,Online,,63,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Structures, Algorithms, and Their Applications within Computer Systems",Lecture,Computer Science,5008,02,4,40215,"Monday,Wednesday",S,M,T,W,,T,F,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Building: Virtual Space- Online class,Room: ROOM,Start Date: 01/06/2025,End Date: 04/26/2025,,S,,,,,,,,,,,,,,,,,,,,,,Online,FULL: 0 of 49 seats remain.,FULL,GSCS Computer & Info Science,,15,15 of 15 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Structures, Algorithms, and Their Applications within Computer Systems",Lecture,Computer Science,5008,03,4,40216,Wednesday,S,W,M,,,T,T,06:00 PM - 09:20 PM,06,00,09,20,Type: Class,Building: Virtual Space- Online class,Room: ROOM,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Online,FULL: 0 of 41 seats remain.,FULL,GSCS Computer & Info Science,,15,15 of 15 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Structures, Algorithms, and Their Applications within Computer Systems",Lecture,Computer Science,5008,04,4,40556,Tuesday,S,T,M,,,W,T,06:00 PM - 09:20 PM,06,00,09,20,Type: Class,Building: Roux Institute 100 Fore St.,Room: 136,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Portland, Maine",,14,GSCS Computer & Info Science,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Structures, Algorithms, and Their Applications within Computer Systems",Lecture,Computer Science,5008,05,4,40590,"Tuesday,Thursday",S,T,M,T,,W,F,06:00 PM - 07:40 PM,06,00,07,40,Type: Class,Building: Northeastern Arlington Tower,Room: 1505,Start Date: 01/06/2025,End Date: 04/26/2025,,S,,,,,,,,,,,,,,,,,,,,,,"Arlington, VA",,17,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Structures, Algorithms, and Their Applications within Computer Systems",Lecture,Computer Science,5008,06,4,40624,Wednesday,S,W,M,,,T,T,02:00 PM - 05:20 PM,02,00,05,20,Type: Class,Building: 225 Terry Ave,Room: 402,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Seattle, WA",,2,GSCS Computer & Info Science,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Structures, Algorithms, and Their Applications within Computer Systems",Lecture,Computer Science,5008,07,4,40625,Thursday,S,T,M,,,T,W,06:00 PM - 09:20 PM,06,00,09,20,Type: Class,Building: 225 Terry Ave,Room: 416,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Seattle, WA",,10,GSCS Computer & Info Science,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Structures, Algorithms, and Their Applications within Computer Systems",Lecture,Computer Science,5008,08,4,40704,"Monday,Wednesday",S,M,T,W,,T,F,01:00 PM - 02:40 PM,01,00,02,40,Type: Class,Building: Northeastern San Jose,Room: 912/913,Start Date: 01/06/2025,End Date: 04/26/2025,,S,,,,,,,,,,,,,,,,,,,,,,"Silicon Valley, CA",,31,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Structures, Algorithms, and Their Applications within Computer Systems",Lecture,Computer Science,5008,09,4,40705,Tuesday,S,T,M,,,W,T,09:00 AM - 12:20 PM,09,00,12,20,Type: Class,Building: Northeastern San Jose,Room: 1045,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Silicon Valley, CA",,2,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Structures, Algorithms, and Their Applications within Computer Systems",Lecture,Computer Science,5008,10,4,40706,Monday,S,M,T,,,W,T,10:45 AM - 12:45 PM,10,45,12,45,Type: Class,Building: West Georgia,Room: 1526,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Vancouver, Canada",,25,GSCS Computer & Info Science,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Structures, Algorithms, and Their Applications within Computer Systems",Lecture,Computer Science,5008,11,4,40707,Monday,S,M,T,,,W,T,01:00 PM - 03:00 PM,01,00,03,00,Type: Class,Building: West Georgia,Room: 1526,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Vancouver, Canada",,2,GSCS Computer & Info Science,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Structures, Algorithms, and Their Applications within Computer Systems",Lecture,Computer Science,5008,12,4,40708,Monday,S,M,T,,,W,T,03:15 PM - 05:15 PM,03,15,05,15,Type: Class,Building: West Georgia,Room: 1526,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Vancouver, Canada",,10,GSCS Computer & Info Science,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Structures, Algorithms, and Their Applications within Computer Systems",Lecture,Computer Science,5008,13,4,41219,Tuesday,S,T,M,,,W,T,06:00 PM - 09:20 PM,06,00,09,20,Type: Class,Building: Virtual Space- Online class,Room: ROOM,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Online,,3,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Structures, Algorithms, and Their Applications within Computer Systems",Lecture,Computer Science,5008,30,4,37044,"Tuesday,Thursday",S,T,M,T,,W,F,03:00 PM - 04:40 PM,03,00,04,40,Type: Class,Building: CPM,Room: 102,Start Date: 01/06/2025,End Date: 04/26/2025,,S,,,,,,,,,,,,,,,,,,,,,,"Oakland, CA",,17,GSCS Computer & Info Science,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5008,Recitation/Discussion,Computer Science,5009,01,0,34277,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/26/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,Online,,63,GSCS Computer & Info Science,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5008,Recitation/Discussion,Computer Science,5009,02,0,40217,Thursday,S,T,M,,,T,W,06:00 PM - 07:30 PM,06,00,07,30,Type: Class,Building: Robinson Hall,Room: 409,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 49 seats remain.,FULL,GSCS Computer & Info Science,,15,15 of 15 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5008,Recitation/Discussion,Computer Science,5009,03,0,40218,Thursday,S,T,M,,,T,W,06:00 PM - 07:30 PM,06,00,07,30,Type: Class,Building: West Village H,Room: 210A,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 36 seats remain.,FULL,GSCS Computer & Info Science,,15,15 of 15 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5008,Recitation/Discussion,Computer Science,5009,04,0,40557,Wednesday,S,W,M,,,T,T,06:00 PM - 07:30 PM,06,00,07,30,Type: Class,Building: Roux Institute 100 Fore St.,Room: 218,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Portland, Maine",,15,GSCS Computer & Info Science,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5008,Recitation/Discussion,Computer Science,5009,05,0,40591,"Tuesday,Thursday",S,T,M,T,,W,F,07:45 PM - 08:30 PM,07,45,08,30,Type: Class,Building: Northeastern Arlington Tower,Room: 1505,Start Date: 01/06/2025,End Date: 04/26/2025,,S,,,,,,,,,,,,,,,,,,,,,,"Arlington, VA",,17,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5008,Recitation/Discussion,Computer Science,5009,06,0,40626,Monday,S,M,T,,,W,T,10:30 AM - 12:00 PM,10,30,12,00,Type: Class,Building: 225 Terry Ave,Room: 416,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Seattle, WA",,2,GSCS Computer & Info Science,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5008,Recitation/Discussion,Computer Science,5009,07,0,40844,Monday,S,M,T,,,W,T,06:00 PM - 07:30 PM,06,00,07,30,Type: Class,Building: 225 Terry Ave,Room: 402,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Seattle, WA",,10,GSCS Computer & Info Science,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5008,Recitation/Discussion,Computer Science,5009,08,0,40709,Wednesday,S,W,M,,,T,T,03:00 PM - 04:30 PM,03,00,04,30,Type: Class,Building: Northeastern San Jose,Room: 1010,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Silicon Valley, CA",,11,GSCS Computer & Info Science,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5008,Recitation/Discussion,Computer Science,5009,10,0,40711,Thursday,S,T,M,,,T,W,09:00 AM - 10:30 AM,09,00,10,30,Type: Class,Building: Northeastern San Jose,Room: 1012,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Silicon Valley, CA",,1,GSCS Computer & Info Science,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5008,Recitation/Discussion,Computer Science,5009,11,0,40712,Thursday,S,T,M,,,T,W,11:00 AM - 12:30 PM,11,00,12,30,Type: Class,Building: Northeastern San Jose,Room: 1012,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Silicon Valley, CA",,1,GSCS Computer & Info Science,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5008,Recitation/Discussion,Computer Science,5009,12,0,40713,Wednesday,S,W,M,,,T,T,10:45 AM - 12:45 PM,10,45,12,45,Type: Class,Building: West Georgia,Room: 1526,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Vancouver, Canada",,25,GSCS Computer & Info Science,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5008,Recitation/Discussion,Computer Science,5009,13,0,40714,Wednesday,S,W,M,,,T,T,01:00 PM - 03:00 PM,01,00,03,00,Type: Class,Building: West Georgia,Room: 1526,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Vancouver, Canada",,2,GSCS Computer & Info Science,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5008,Recitation/Discussion,Computer Science,5009,14,0,40715,Wednesday,S,W,M,,,T,T,03:15 PM - 05:15 PM,03,15,05,15,Type: Class,Building: West Georgia,Room: 1526,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Vancouver, Canada",,10,GSCS Computer & Info Science,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5008,Recitation/Discussion,Computer Science,5009,15,0,41218,Wednesday,S,W,M,,,T,T,06:00 PM - 07:30 PM,06,00,07,30,Type: Class,Building: Virtual Space- Online class,Room: ROOM,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Online,,3,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5008,Recitation/Discussion,Computer Science,5009,30,0,37046,Friday,S,F,M,,,T,W,03:00 PM - 04:40 PM,03,00,04,40,Type: Class,Building: CPM,Room: 101,Start Date: 01/06/2025,End Date: 04/26/2025,,T,S,,,,,,,,,,,,,,,,,,,,,"Oakland, CA",,17,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Programming Design Paradigm,Lecture,Computer Science,5010,01,4,35646,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Shillman Hall,Room: 335,Start Date: 01/06/2025,End Date: 04/26/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,19,GSCS Computer & Info Science,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Programming Design Paradigm,Lecture,Computer Science,5010,02,4,35935,"Tuesday,Friday",S,T,M,F,,W,T,01:35 PM - 03:15 PM,01,35,03,15,Type: Class,Building: Snell Engineering Center,Room: 108,Start Date: 01/06/2025,End Date: 04/26/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,2,GSCS Computer & Info Science,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Programming Design Paradigm,Lecture,Computer Science,5010,04,4,40558,Monday,S,M,T,,,W,T,09:00 AM - 12:20 PM,09,00,12,20,Type: Class,Building: Roux Institute 100 Fore St.,Room: 136,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Portland, Maine",,17,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Programming Design Paradigm,Lecture,Computer Science,5010,05,4,40559,Monday,S,M,T,,,W,T,01:00 PM - 04:20 PM,01,00,04,20,Type: Class,Building: Roux Institute 100 Fore St.,Room: 136,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Portland, Maine",,27,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Programming Design Paradigm,Lecture,Computer Science,5010,06,4,40592,"Monday,Wednesday",S,M,T,W,,T,F,01:00 PM - 02:40 PM,01,00,02,40,Type: Class,Building: Northeastern Arlington Tower,Room: 1505,Start Date: 01/06/2025,End Date: 04/26/2025,,S,,,,,,,,,,,,,,,,,,,,,,"Arlington, VA",,15,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Programming Design Paradigm,Lecture,Computer Science,5010,07,4,40627,Tuesday,S,T,M,,,W,T,10:00 AM - 01:20 PM,10,00,01,20,Type: Class,Building: 225 Terry Ave,Room: 402,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Seattle, WA",,28,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Programming Design Paradigm,Lecture,Computer Science,5010,08,4,40628,Wednesday,S,W,M,,,T,T,06:00 PM - 09:20 PM,06,00,09,20,Type: Class,Building: 225 Terry Ave,Room: 416,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Seattle, WA",,16,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Programming Design Paradigm,Lecture,Computer Science,5010,09,4,40716,"Tuesday,Thursday",S,T,M,T,,W,F,05:00 PM - 06:40 PM,05,00,06,40,Type: Class,Building: Northeastern San Jose,Room: 912/913,Start Date: 01/06/2025,End Date: 04/26/2025,,S,,,,,,,,,,,,,,,,,,,,,,"Silicon Valley, CA",,14,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Programming Design Paradigm,Lecture,Computer Science,5010,10,4,40717,Tuesday,S,T,M,,,W,T,01:00 PM - 03:00 PM,01,00,03,00,Type: Class,Building: West Georgia,Room: 1425,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Vancouver, Canada",,27,GSCS Computer & Info Science,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Programming Design Paradigm,Lecture,Computer Science,5010,30,4,37192,Thursday,S,T,M,W,,T,W,01:00 PM - 03:00 PM,01,00,03,00,Type: Final Exam,Building: Graduate School of Business,Room: 117,Start Date: 04/17/2025,End Date: 04/17/2025,Wednesday,F,S,S,M,T,T,F,04:15 PM - 07:35 PM,04,15,07,35,Type: Class,Type:,Building: Graduate School of Business,Building:,Room: 117,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,"Oakland, CA",,25,GSCS Computer & Info Science,,10,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5010,Recitation/Discussion,Computer Science,5011,01,0,35647,Tuesday,S,T,M,,,W,T,06:00 PM - 07:40 PM,06,00,07,40,Type: Class,Building: Richards Hall,Room: 238,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,3,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5010,Recitation/Discussion,Computer Science,5011,02,0,35418,Tuesday,S,T,M,,,W,T,06:00 PM - 07:40 PM,06,00,07,40,Type: Class,Building: Richards Hall,Room: 227,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,3,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5010,Recitation/Discussion,Computer Science,5011,03,0,35936,Tuesday,S,T,M,,,W,T,06:00 PM - 07:40 PM,06,00,07,40,Type: Class,Building: Snell Library,Room: 005,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,3,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5010,Recitation/Discussion,Computer Science,5011,04,0,37674,Tuesday,S,T,M,,,W,T,06:00 PM - 07:40 PM,06,00,07,40,Type: Class,Building: Dodge Hall,Room: 230,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,5,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5010,Recitation/Discussion,Computer Science,5011,05,0,34480,Tuesday,S,T,M,,,W,T,06:00 PM - 07:40 PM,06,00,07,40,Type: Class,Building: Dodge Hall,Room: 170,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,16,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5010,Recitation/Discussion,Computer Science,5011,07,0,37143,Tuesday,S,T,M,,,W,T,07:45 PM - 09:15 PM,07,45,09,15,Type: Class,Building: Dodge Hall,Room: 230,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,14,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5010,Recitation/Discussion,Computer Science,5011,10,0,40560,Thursday,S,T,M,,,T,W,09:00 AM - 10:30 AM,09,00,10,30,Type: Class,Building: Roux Institute 100 Fore St.,Room: 136,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Portland, Maine",,16,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5010,Recitation/Discussion,Computer Science,5011,11,0,40561,Thursday,S,T,M,,,T,W,01:00 PM - 02:30 PM,01,00,02,30,Type: Class,Building: Roux Institute 100 Fore St.,Room: 138,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Portland, Maine",,28,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5010,Recitation/Discussion,Computer Science,5011,12,0,40593,Tuesday,S,T,M,,,W,T,03:20 PM - 04:50 PM,03,20,04,50,Type: Class,Building: Northeastern Arlington Tower,Room: 1505,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Arlington, VA",,15,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5010,Recitation/Discussion,Computer Science,5011,13,0,40629,Wednesday,S,W,M,,,T,T,10:00 AM - 11:30 AM,10,00,11,30,Type: Class,Building: 225 Terry Ave,Room: 307,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,"Seattle, WA",,28,GSCS Computer & Info Science,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
