section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,tooltip-row (3),tooltip-row (5),tooltip-row (7),tooltip-row (9),readonly (7),readonly (8),status-bold,status-bold (2),readonly (9),readonly (10),readonly (11),meeting (2),meeting (3),meeting (4),meeting (5),status-full,status-waitlist,ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),ui-pillbox-summary (3),ui-state-default (15),ui-state-default (16),ui-state-default (17),ui-state-default (18),ui-state-default (19),ui-state-default (20),ui-state-default (21),meeting (11),meeting (12),meeting (13),meeting (14),meeting (15),tooltip-row (21),tooltip-row (22),tooltip-row (23),tooltip-row (24),tooltip-row (25),tooltip-row (26),tooltip-row (27),tooltip-row (28),tooltip-row (29),tooltip-row (30),ui-pillbox-summary (4),ui-state-default (22),ui-state-default (23),ui-state-default (24),ui-state-default (25),ui-state-default (26),ui-state-default (27),ui-state-default (28),meeting (16),meeting (17),meeting (18),meeting (19),meeting (20),tooltip-row (31),tooltip-row (32),tooltip-row (33),tooltip-row (34),tooltip-row (35),tooltip-row (36),tooltip-row (37),tooltip-row (38),tooltip-row (39),tooltip-row (40),ui-pillbox-summary (5),ui-state-default (29),ui-state-default (30),ui-state-default (31),ui-state-default (32),ui-state-default (33),ui-state-default (34),meeting (21),meeting (22),meeting (23),meeting (24),meeting (25),tooltip-row (41),tooltip-row (42),tooltip-row (43),tooltip-row (44),tooltip-row (45),tooltip-row (46),tooltip-row (47),tooltip-row (48),tooltip-row (49),tooltip-row (50),ui-pillbox-summary (6),ui-state-default (36),ui-state-default (37),ui-state-default (38),ui-state-default (39),ui-state-default (40),ui-state-default (41),meeting (26),meeting (27),meeting (28),meeting (29),meeting (30),tooltip-row (51),tooltip-row (52),tooltip-row (53),tooltip-row (54),tooltip-row (55),tooltip-row (56),tooltip-row (57),tooltip-row (58),tooltip-row (59),tooltip-row (60),readonly (12)
Lab for DGM 6108,Lab,Digital Media - CPS,6109,01,2,20294,Friday,S,M,T,W,T,S,F,01:30 PM - 03:00 PM,Building: Snell Library,Room: 107,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"4 of 16 seats remain.
6 of 6 waitlist seats remain.",4,6,CPS-Professional Programs GR 1,,,01,30,03,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for DGM 6108,Lab,Digital Media - CPS,6109,02,2,20825,Thursday,S,M,T,W,F,S,T,05:50 PM - 07:40 PM,Building: Virtual Space- Online class,Room: ROOM,Start Date: 01/06/2025,End Date: 03/29/2025,Online,"9 of 16 seats remain.
6 of 6 waitlist seats remain.",9,6,CPS-Professional Programs GR 1,,,05,50,07,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for DGM 6108,Lab,Digital Media - CPS,6109,04,2,21402,Thursday,S,M,T,W,F,S,T,04:30 PM - 06:00 PM,Building: West Georgia,Room: 1418,Start Date: 01/06/2025,End Date: 03/29/2025,"Vancouver, Canada","10 of 16 seats remain.
6 of 6 waitlist seats remain.",10,6,CPS-Professional Programs GR 1,,,04,30,06,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for DGM 6108,Lab,Digital Media - CPS,6109,06,2,21822,Friday,S,M,T,W,T,S,F,11:30 AM - 01:00 PM,Building: Snell Library,Room: 107,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"3 of 16 seats remain.
6 of 6 waitlist seats remain.",3,6,CPS-Professional Programs GR 1,,,11,30,01,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Digital Storytelling,Lecture,Digital Media - CPS,6122,02,4,20013,Thursday,S,M,T,W,F,S,T,07:50 PM - 09:40 PM,Building: Snell Library,Room: 109,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"9 of 16 seats remain.
6 of 6 waitlist seats remain.",9,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,07,50,09,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Digital Storytelling,Lecture,Digital Media - CPS,6122,03,4,20980,Thursday,S,M,T,W,F,S,T,05:50 PM - 07:40 PM,Building: Snell Library,Room: 107,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"3 of 16 seats remain.
6 of 6 waitlist seats remain.",3,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,05,50,07,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Digital Storytelling,Lecture,Digital Media - CPS,6122,04,4,21397,Wednesday,S,M,T,T,F,S,W,02:00 PM - 03:50 PM,Building: West Georgia,Room: 1417,Start Date: 01/06/2025,End Date: 03/29/2025,"Vancouver, Canada","10 of 16 seats remain.
6 of 6 waitlist seats remain.",10,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,02,00,03,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Information Technology and Creative Practice,Lecture,Digital Media - CPS,6145,02,4,20353,Friday,S,M,T,W,T,S,F,07:50 PM - 09:40 PM,Building: Behrakis Health Sciences Cntr,Room: 007,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"9 of 20 seats remain.
6 of 6 waitlist seats remain.",9,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,07,50,09,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Information Technology and Creative Practice,Lecture,Digital Media - CPS,6145,03,4,21295,Tuesday,S,M,W,T,F,S,T,05:50 PM - 07:40 PM,Building: Ryder Hall,Room: 220,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"6 of 20 seats remain.
6 of 6 waitlist seats remain.",6,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,05,50,07,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Usability and Human Interaction,Lecture,Digital Media - CPS,6168,01,4,20062,Tuesday,S,M,W,T,F,S,T,05:50 PM - 07:40 PM,Building: Stearns Center,Room: 012,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,,FULL,6,Hybrid NUflex Section,CPS-Professional Programs GR 1,XN Experiential Project,05,50,07,40,FULL: 0 of 16 seats remain.,6 of 6 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snell Library Lab Access
Usability and Human Interaction,Lecture,Digital Media - CPS,6168,02,4,20522,Friday,S,M,T,W,T,S,F,05:50 PM - 07:40 PM,Building: Ryder Hall,Room: 271,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"7 of 18 seats remain.
6 of 6 waitlist seats remain.",7,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,05,50,07,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Typography for Interactivity,Lecture,Digital Media - CPS,6217,01,4,20295,Tuesday,S,M,W,T,F,S,T,07:50 PM - 09:40 PM,Building: Ryder Hall,Room: 155,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"2 of 16 seats remain.
6 of 6 waitlist seats remain.",2,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,07,50,09,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Media Entrepreneurship,Lecture,Digital Media - CPS,6230,01,4,20110,Monday,S,T,W,T,F,S,M,05:50 PM - 07:40 PM,Building: Ryder Hall,Room: 124,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"11 of 20 seats remain.
6 of 6 waitlist seats remain.",11,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,05,50,07,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Media Entrepreneurship,Lecture,Digital Media - CPS,6230,02,4,20610,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,"17 of 20 seats remain.
6 of 6 waitlist seats remain.",17,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Usable Design for Mobile Digital Media,Lecture,Digital Media - CPS,6268,01,4,20296,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,"10 of 16 seats remain.
6 of 6 waitlist seats remain.",10,6,Low Enrollment,CPS-Professional Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing for Digital Media,Lecture,Digital Media - CPS,6280,03,4,20538,Thursday,S,M,T,W,F,S,T,05:50 PM - 07:40 PM,Building: Ryder Hall,Room: 275,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"2 of 18 seats remain.
6 of 6 waitlist seats remain.",2,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,05,50,07,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interactive Marketing Fundamentals,Lecture,Digital Media - CPS,6285,01,4,20131,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,"11 of 20 seats remain.
6 of 6 waitlist seats remain.",11,6,CPS-Professional Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interactive Marketing Fundamentals,Lecture,Digital Media - CPS,6285,02,4,20354,Tuesday,S,M,W,T,F,S,T,05:50 PM - 07:40 PM,Building: Hastings Suite,Room: 105,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,,FULL,6,CPS-Professional Programs GR 1,,,05,50,07,40,FULL: 0 of 20 seats remain.,6 of 6 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Programming for Digital Media,Lecture,Digital Media - CPS,6308,01,4,20063,Thursday,S,M,T,W,F,S,T,01:00 PM - 02:50 PM,Building: Snell Library,Room: 107,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"9 of 16 seats remain.
6 of 6 waitlist seats remain.",9,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,01,00,02,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Programming for Digital Media,Lecture,Digital Media - CPS,6308,02,4,21776,Wednesday,S,M,T,T,F,S,W,03:00 PM - 04:50 PM,Building: Snell Library,Room: 109,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"8 of 16 seats remain.
6 of 6 waitlist seats remain.",8,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,03,00,04,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Digital Storytelling,Lecture,Digital Media - CPS,6322,02,4,20546,Thursday,S,M,T,W,F,S,T,03:50 PM - 05:40 PM,Building: Snell Library,Room: 107,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"8 of 16 seats remain.
6 of 6 waitlist seats remain.",8,6,CPS-Professional Programs GR 1,,,03,50,05,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Game Design Fundamentals,Lecture,Digital Media - CPS,6400,02,4,20410,Friday,S,M,T,W,T,S,F,05:00 PM - 06:50 PM,Building: Hastings Suite,Room: 113,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"2 of 16 seats remain.
6 of 6 waitlist seats remain.",2,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,05,00,06,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Game Design Technology Lab,Lecture,Digital Media - CPS,6410,01,4,20014,Thursday,S,M,T,W,F,S,T,07:50 PM - 09:40 PM,Building: Snell Library,Room: 107,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"8 of 16 seats remain.
6 of 6 waitlist seats remain.",8,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,07,50,09,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animation Basics,Lecture,Digital Media - CPS,6450,01,4,20015,Tuesday,S,M,W,T,F,S,T,07:50 PM - 09:40 PM,Building: Snell Library,Room: 107,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"12 of 16 seats remain.
6 of 6 waitlist seats remain.",12,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,07,50,09,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animation Basics,Lecture,Digital Media - CPS,6450,02,4,21398,Wednesday,S,M,T,T,F,S,W,05:30 PM - 08:10 PM,Building: West Georgia,Room: 1523,Start Date: 01/06/2025,End Date: 03/29/2025,"Vancouver, Canada","10 of 16 seats remain.
6 of 6 waitlist seats remain.",10,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,05,30,08,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interactive Information Design 1,Lecture,Digital Media - CPS,6461,01,4,20820,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,"11 of 16 seats remain.
6 of 6 waitlist seats remain.",11,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interactive Information Design 2,Lecture,Digital Media - CPS,6463,02,4,20411,Thursday,S,M,T,W,F,S,T,05:50 PM - 07:40 PM,Building: Cullinane Building,Room: 105,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"3 of 16 seats remain.
6 of 6 waitlist seats remain.",3,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,05,50,07,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Creation Boot Camp,Lecture,Digital Media - CPS,6501,02,2,20298,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"9 of 16 seats remain.
6 of 6 waitlist seats remain.",9,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Creation Boot Camp,Lecture,Digital Media - CPS,6501,03,2,20297,Thursday,S,M,T,W,F,S,T,02:05 PM - 03:00 PM,Building: Snell Library,Room: 109,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"5 of 16 seats remain.
6 of 6 waitlist seats remain.",5,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,02,05,03,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Creation Boot Camp,Lecture,Digital Media - CPS,6501,04,2,21313,Thursday,S,M,T,W,F,S,T,03:10 PM - 04:05 PM,Building: Snell Library,Room: 109,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,1 of 16 seats remain.,1,,CPS-Professional Programs GR 1,Snell Library Lab Access,,03,10,04,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Creation Boot Camp,Lecture,Digital Media - CPS,6501,05,2,21399,Thursday,S,M,T,W,F,S,T,01:00 PM - 02:00 PM,Building: West Georgia,Room: 1418,Start Date: 01/06/2025,End Date: 03/29/2025,"Vancouver, Canada","10 of 16 seats remain.
6 of 6 waitlist seats remain.",10,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,01,00,02,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Digital Video,Lecture,Digital Media - CPS,6506,01,2,20111,Wednesday,S,M,T,T,F,S,W,07:50 PM - 09:40 PM,Building: Snell Library,Room: 109,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"2 of 16 seats remain.
6 of 6 waitlist seats remain.",2,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,07,50,09,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Digital Video,Lecture,Digital Media - CPS,6506,03,2,20630,Thursday,S,M,T,W,F,S,T,05:50 PM - 07:40 PM,Building: Snell Library,Room: 109,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"1 of 12 seats remain.
6 of 6 waitlist seats remain.",1,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,05,50,07,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Creation for Content Management Systems,Lecture,Digital Media - CPS,6521,01,2,20437,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"4 of 16 seats remain.
6 of 6 waitlist seats remain.",4,6,CPS-Professional Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Creation for Content Management Systems,Lecture,Digital Media - CPS,6521,02,2,20299,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/15/2025,Online,"1 of 16 seats remain.
6 of 6 waitlist seats remain.",1,6,CPS-Professional Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research Methods for Global User Experiences,Lecture,Digital Media - CPS,6525,01,4,20406,Wednesday,S,M,T,T,F,S,W,05:50 PM - 07:40 PM,Building: Behrakis Health Sciences Cntr,Room: 307,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"3 of 20 seats remain.
6 of 6 waitlist seats remain.",3,6,CPS-Professional Programs GR 1,,,05,50,07,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research Methods for Global User Experiences,Lecture,Digital Media - CPS,6525,02,4,21368,Tuesday,S,M,W,T,F,S,T,05:50 PM - 07:40 PM,Building: Forsyth Building,Room: 238,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"8 of 15 seats remain.
6 of 6 waitlist seats remain.",8,6,CPS-Professional Programs GR 1,,,05,50,07,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compositing,Lecture,Digital Media - CPS,6540,01,4,20064,Tuesday,S,M,W,T,F,S,T,05:50 PM - 07:40 PM,Building: Snell Library,Room: 109,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"6 of 16 seats remain.
6 of 6 waitlist seats remain.",6,6,CPS-Professional Programs GR 1,Snell Library Lab Access,,05,50,07,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Documentary and Nonfiction Production,Lecture,Digital Media - CPS,6545,01,4,20168,Wednesday,S,M,T,T,F,S,W,05:50 PM - 07:40 PM,Building: Ryder Hall,Room: 202,Start Date: 01/06/2025,End Date: 03/29/2025,Boston,"9 of 16 seats remain.
6 of 6 waitlist seats remain.",9,6,Low Enrollment,CPS-Professional Programs GR 1,,05,50,07,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thesis Proposal Development,Lecture,Digital Media - CPS,6890,03,2,21045,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"2 of 12 seats remain.
4 of 4 waitlist seats remain.",2,4,CPS-Professional Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thesis Proposal Development,Lecture,Digital Media - CPS,6890,04,2,21405,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/15/2025,Online,5 of 12 seats remain.,5,,CPS-Professional Programs GR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Chair,Lecture,Education - CPS,0265,03,0,20602,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,,FULL,,"Charlotte, NC program eligible",CPS-EdD Program,,,,,,FULL: 0 of 1 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Chair,Lecture,Education - CPS,0265,04,0,20603,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,3 of 5 seats remain.,3,,"Charlotte, NC program eligible",CPS-EdD Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Chair,Lecture,Education - CPS,0265,05,0,20604,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 03/29/2025,Online,,FULL,,"Charlotte, NC program eligible",CPS-EdD Program,,,,,,FULL: 0 of 3 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
