section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default (2),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,meeting (2),meeting (3),meeting (4),meeting (5),tooltip-row,tooltip-row (3),tooltip-row (5),tooltip-row (7),tooltip-row (9),readonly (7),readonly (8),status-bold,readonly (9),status-full,readonly (10),readonly (11),status-bold (2),status-waitlist,readonly (12),readonly (13),status-bold (3),readonly (14),readonly (15),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),ui-state-default (18),ui-state-default (25)
Co-op Work Experience,Individual Instruction,Coop/Exper Ed - Arts/Med/Dsgn,6964,01,0,41830,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",1 of 1 seats remain.,1,"GS Col of Arts, Media & Design",,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience,Individual Instruction,Coop/Exper Ed - Arts/Med/Dsgn,6964,03,0,41374,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,50 of 50 seats remain.,50,"GS Col of Arts, Media & Design",,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience,Individual Instruction,Coop/Exper Ed - Arts/Med/Dsgn,6964,04,0,41375,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,50 of 50 seats remain.,50,"GS Col of Arts, Media & Design",,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience,Individual Instruction,Coop/Exper Ed - Arts/Med/Dsgn,6964,05,0,41376,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,50 of 50 seats remain.,50,"GS Col of Arts, Media & Design",,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience,Individual Instruction,Coop/Exper Ed - Arts/Med/Dsgn,6964,06,0,41377,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,50 of 50 seats remain.,50,"GS Col of Arts, Media & Design",,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience,Individual Instruction,Coop/Exper Ed - Arts/Med/Dsgn,6964,07,0,41378,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,50 of 50 seats remain.,50,"GS Col of Arts, Media & Design",,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience,Individual Instruction,Coop/Exper Ed - Arts/Med/Dsgn,6964,08,0,41379,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,50 of 50 seats remain.,50,"GS Col of Arts, Media & Design",,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience,Individual Instruction,Coop/Exper Ed - Arts/Med/Dsgn,6964,09,0,41380,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,50 of 50 seats remain.,50,"GS Col of Arts, Media & Design",,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience,Individual Instruction,Coop/Exper Ed - Arts/Med/Dsgn,6964,10,0,41381,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,50 of 50 seats remain.,50,"GS Col of Arts, Media & Design",,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiential Business Decision Making,Lecture,Coop/Exper Ed - Business,6401,01,1,42209,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,70 of 140 seats remain.,70,EDGE supported Section,,GSBA Innovation Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPO Challenge: Sustainability,Lecture,Coop/Exper Ed - Business,6402,01,2,41538,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,159 of 200 seats remain.,159,EDGE supported Section,,GSBA On-line MBA 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EXPO Challenge: Diversity, Equity, and Inclusion",Lecture,Coop/Exper Ed - Business,6403,01,2,41539,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,67 of 100 seats remain.,67,EDGE supported Section,,GSBA On-line MBA 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Key Developments in Environmental, Social, and Governance Investing",Lecture,Coop/Exper Ed - Business,6404,01,2,41907,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,181 of 200 seats remain.,181,EDGE supported Section,,GSBA On-line MBA 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand Development and Advertising Application,Lecture,Coop/Exper Ed - Business,6407,01,1,41540,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,78 of 100 seats remain.,78,EDGE supported Section,,GSBA On-line MBA 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Values, Ethics, and Professionalism in the Sciences",Lecture,Coop/Exper Ed - Science,3000,01,4,41274,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Ethical Reasoning,FULL: 0 of 15 seats remain.,UG College of Science,,1,1 of 5 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience - Half-Time,Individual Instruction,Coop/Exper Ed - Science,6954,01,0,42041,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,50 of 50 seats remain.,50,GS College of Science,,No Course Evaluation,Half-time Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience,Individual Instruction,Coop/Exper Ed - Science,6964,01,0,42042,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,150 of 150 seats remain.,150,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience,Individual Instruction,Coop/Exper Ed - Science,6964,02,0,42043,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,150 of 150 seats remain.,150,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience,Individual Instruction,Coop/Exper Ed - Science,6964,03,0,42044,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,150 of 150 seats remain.,150,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience,Individual Instruction,Coop/Exper Ed - Science,6964,04,0,42045,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,150 of 150 seats remain.,150,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience Abroad,Individual Instruction,Coop/Exper Ed - Science,6965,01,0,42046,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,25 of 25 seats remain.,25,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience Abroad,Individual Instruction,Coop/Exper Ed - Science,6965,02,0,42047,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,25 of 25 seats remain.,25,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience Abroad,Individual Instruction,Coop/Exper Ed - Science,6965,03,0,42048,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,25 of 25 seats remain.,25,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-op Work Experience Abroad,Individual Instruction,Coop/Exper Ed - Science,6965,04,0,42049,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,25 of 25 seats remain.,25,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Fieldwork,Individual Instruction,Coop/Exper Ed - Science,9700,01,0,42050,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",,FULL,GS College of Science,FULL: 0 of 1 seats remain.,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Fieldwork,Individual Instruction,Coop/Exper Ed - Science,9700,02,0,42115,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",,FULL,GS College of Science,FULL: 0 of 1 seats remain.,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Fieldwork,Individual Instruction,Coop/Exper Ed - Science,9700,03,0,42116,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",1 of 1 seats remain.,1,GS College of Science,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Fieldwork,Individual Instruction,Coop/Exper Ed - Science,9700,04,0,42262,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",,FULL,GS College of Science,FULL: 0 of 1 seats remain.,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Fieldwork,Individual Instruction,Coop/Exper Ed - Science,9700,05,0,42281,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",,FULL,GS College of Science,FULL: 0 of 1 seats remain.,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Fieldwork,Individual Instruction,Coop/Exper Ed - Science,9700,06,0,42321,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",,FULL,GS College of Science,FULL: 0 of 1 seats remain.,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Fieldwork - Half-Time,Individual Instruction,Coop/Exper Ed - Science,9701,02,0,42051,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",1 of 1 seats remain.,1,GS College of Science,,No Course Evaluation,Half-time Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Fieldwork - Half-Time,Individual Instruction,Coop/Exper Ed - Science,9701,03,0,42117,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",1 of 1 seats remain.,1,GS College of Science,,No Course Evaluation,Half-time Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innovation!,Lecture,Corporate Innovation,2301,01,4,41323,"Tuesday,Thursday",M,W,T,F,S,08:00 AM - 11:30 AM,08,00,11,30,Type: Class,Building: Hayden Hall,Room: 012,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,24 of 40 seats remain.,24,NUpath Creative Express/Innov,,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innovation!,Lecture,Corporate Innovation,2301,02,4,41324,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Creative Express/Innov,FULL: 0 of 40 seats remain.,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innovation!,Lecture,Corporate Innovation,2301,03,4,41416,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Creative Express/Innov,FULL: 0 of 40 seats remain.,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innovation!,Lecture,Corporate Innovation,2301,04,4,41418,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Creative Express/Innov,FULL: 0 of 40 seats remain.,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acquisitions, Alliances, and Growth",Lecture,Corporate Innovation,6225,01,3,41986,"Monday,Wednesday",M,W,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Building: Forsyth Building,Room: 129,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,17 of 35 seats remain.,17,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acquisitions, Alliances, and Growth",Lecture,Corporate Innovation,6225,02,3,41908,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,167 of 200 seats remain.,167,EDGE supported Section,,GSBA On-line MBA 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing a Technology-Based Business,Lecture,Corporate Innovation,6300,01,3,41533,"Tuesday,Thursday",M,W,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Building: Forsyth Building,Room: 129,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,20 of 35 seats remain.,20,GSEN Technological Entrep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Mindfulness,Seminar,Counseling and Applied Ed Psyc,1280,01,4,41731,"Tuesday,Thursday",M,W,T,F,S,01:30 PM - 05:00 PM,01,30,05,00,Type: Class,Building: Graduate School of Business,Room: 118,Start Date: 05/05/2025,End Date: 06/18/2025,"Oakland, CA",25 of 25 seats remain.,25,NUpath Interpreting Culture,,Bouve Health Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Mindfulness,Seminar,Counseling and Applied Ed Psyc,1280,02,4,42071,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Interpreting Culture,FULL: 0 of 25 seats remain.,Bouve Health Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Mindfulness,Seminar,Counseling and Applied Ed Psyc,1280,03,4,42276,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,03:20 PM - 05:00 PM,03,20,05,00,Type: Class,Building: Virtual Space- Online class,Room: ROOM,Start Date: 05/05/2025,End Date: 06/18/2025,Online,7 of 25 seats remain.,7,NUpath Interpreting Culture,,Bouve Health Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brief Therapies,Lecture,Counseling and Applied Ed Psyc,6283,01,3,40079,Monday,M,W,T,F,S,11:40 AM - 04:40 PM,11,40,04,40,Type: Class,Building: Ryder Hall,Room: 153,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,8 of 30 seats remain.,8,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brief Therapies,Lecture,Counseling and Applied Ed Psyc,6283,02,3,42277,Wednesday,M,W,T,F,S,11:40 AM - 04:40 PM,11,40,04,40,Type: Class,Building: Kariotis Hall,Room: 209,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,10 of 25 seats remain.,10,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Counseling Interventions,Lecture,Counseling and Applied Ed Psyc,6286,01,3,40080,"Tuesday,Thursday",M,W,T,F,S,04:00 PM - 06:30 PM,04,00,06,30,Type: Class,Building: Ryder Hall,Room: 161,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,,FULL,GSBV Bouve,FULL: 0 of 32 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Counseling Interventions,Lecture,Counseling and Applied Ed Psyc,6286,02,3,42255,"Tuesday,Thursday",M,W,T,F,S,07:15 PM - 09:45 PM,07,15,09,45,Type: Class,Building: Hurtig Hall,Room: 308,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,6 of 30 seats remain.,6,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical Practice Supervision,Seminar,Counseling and Applied Ed Psyc,6338,01,1 TO 3,41752,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",3 of 10 seats remain.,3,GSBV Bouve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepracticum in School Psychology,Off-campus instruction w/ lec,Counseling and Applied Ed Psyc,6400,04,1,40646,Tuesday,M,W,T,F,S,01:30 PM - 02:30 PM,01,30,02,30,Type: Class,Building: Kariotis Hall,Room: 209,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,,FULL,GSBV Bouve,FULL: 0 of 25 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Practicum Continuation,Off-campus instruction,Counseling and Applied Ed Psyc,6999,01,0,40880,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,17 of 30 seats remain.,17,GSBV Bouve,,No Course Evaluation,Half-time Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Practicum 2,Off-campus instruction w/ lec,Counseling and Applied Ed Psyc,7742,01,1 OR 2,41694,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",10 of 12 seats remain.,10,GSBV Bouve,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Practicum 4,Off-campus instruction,Counseling and Applied Ed Psyc,7744,01,1 OR 2,41653,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",8 of 10 seats remain.,8,GSBV Bouve,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Practicum 4,Off-campus instruction,Counseling and Applied Ed Psyc,7744,02,1 OR 2,41754,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",10 of 10 seats remain.,10,GSBV Bouve,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research Team Experience,Individual Instruction,Counseling and Applied Ed Psyc,7771,01,1,41821,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,8 of 10 seats remain.,8,GSBV Bouve,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doctoral Internship,Off-campus instruction,Counseling and Applied Ed Psyc,7798,01,0.5 TO 2,41753,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",10 of 10 seats remain.,10,GSBV Bouve,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Directed Study,Individual Instruction,Counseling and Applied Ed Psyc,7976,01,3,41826,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,9 of 10 seats remain.,9,GSBV Bouve,,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Directed Study,Individual Instruction,Counseling and Applied Ed Psyc,7976,02,3,42283,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",,FULL,GSBV Bouve,FULL: 0 of 1 seats remain.,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internship in School Psychology 2,Off-campus instruction w/ lec,Counseling and Applied Ed Psyc,8502,01,1 TO 2,41166,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",2 of 12 seats remain.,2,GSBV Bouve,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internship in School Psychology 2,Off-campus instruction w/ lec,Counseling and Applied Ed Psyc,8502,02,1 TO 2,41435,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,9 of 12 seats remain.,9,GSBV Bouve,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Counseling Practicum,Off-campus instruction w/ lec,Counseling and Applied Ed Psyc,8553,01,1 OR 2,41235,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",18 of 19 seats remain.,18,GSBV Bouve,,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Counseling Practicum,Off-campus instruction w/ lec,Counseling and Applied Ed Psyc,8553,02,1 OR 2,41719,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",2 of 2 seats remain.,2,GSBV Bouve,,Full-time status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissertation Continuation,Individual Instruction,Counseling and Applied Ed Psyc,9996,01,0,41827,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,12 of 12 seats remain.,12,GSBV Bouve,,Full-time status,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Writing Creatively in the Age of Artificial Intelligence,Lecture,Creative Writing,1801,02,4,42211,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Creative Express/Innov,FULL: 0 of 20 seats remain.,UG MIlls College,,3,3 of 5 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criminal Due Process,Lecture,Criminal Justice,1110,01,4,40765,"Monday,Wednesday",M,W,T,F,S,08:00 AM - 11:30 AM,08,00,11,30,Type: Class,Building: Churchill Hall,Room: 301,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Societies/Institutions,FULL: 0 of 19 seats remain.,UG Col Socl Sci & Humanities,,2,2 of 5 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criminal Violence,Lecture,Criminal Justice,3010,01,4,41870,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,UG Col Socl Sci & Humanities,FULL: 0 of 30 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
