section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,meeting (2),meeting (3),meeting (4),meeting (5),tooltip-row,tooltip-row (2),tooltip-row (3),tooltip-row (4),tooltip-row (5),tooltip-row (6),tooltip-row (7),tooltip-row (8),tooltip-row (9),tooltip-row (10),readonly (7),readonly (8),status-bold,readonly (9),readonly (10),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),status-bold (2),readonly (11),readonly (12),readonly (13),readonly (14),ui-pillbox-summary (3),ui-state-default (15),ui-state-default (16),ui-state-default (17),ui-state-default (18),ui-state-default (19),ui-state-default (20),ui-state-default (21),meeting (11),meeting (12),meeting (13),meeting (14),meeting (15),tooltip-row (21),tooltip-row (22),tooltip-row (23),tooltip-row (24),tooltip-row (25),tooltip-row (26),tooltip-row (27),tooltip-row (28),tooltip-row (29),tooltip-row (30),ui-state-default (26),tooltip-row (37),tooltip-row (39),tooltip-row (47),tooltip-row (49),ui-pillbox-summary (6),ui-state-default (36),ui-state-default (37),ui-state-default (38),ui-state-default (39),ui-state-default (40),ui-state-default (41),meeting (26),meeting (27),meeting (28),meeting (29),meeting (30),tooltip-row (51),tooltip-row (52),tooltip-row (53),tooltip-row (54),tooltip-row (55),tooltip-row (56),tooltip-row (57),tooltip-row (58),tooltip-row (59),tooltip-row (60),tooltip-row (67),tooltip-row (69),tooltip-row (77),tooltip-row (79),status-waitlist,readonly (15),status-full,readonly (16)
Fundamentals of Software Engineering,Lecture,Computer Science,4530,08,4,14504,"Tuesday,Friday",S,M,W,T,T,S,F,03:25 PM - 05:05 PM,03,25,05,05,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,64 of 64 seats remain.,64,NUpath Capstone Experience,NUpath Writing Intensive,,,,,,,,,,,,,,,,,,,,,,,,,Computer&Info Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fundamentals of Software Engineering,Lecture,Computer Science,4530,09,4,14505,Wednesday,S,M,T,W,T,F,S,06:00 PM - 09:20 PM,06,00,09,20,Type: Class,Type:,Building: Virtual Space- Online class,Building:,Room: ROOM,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Online,64 of 64 seats remain.,64,NUpath Capstone Experience,NUpath Writing Intensive,,,,,,,,,,,,,,,,,,,,,,,,,Computer&Info Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fundamentals of Software Engineering,Lecture,Computer Science,4530,11,4,18445,"Tuesday,Thursday",S,M,W,T,T,F,S,03:00 PM - 04:40 PM,03,00,04,40,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Oakland, CA",15 of 15 seats remain.,15,NUpath Capstone Experience,NUpath Writing Intensive,,,,,,,,,,,,,,,,,,,,,,,,,Computer&Info Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Professional Practicum Capstone,Lecture,Computer Science,4535,03,4,18446,"Monday,Thursday",S,M,T,W,T,F,S,08:45 AM - 10:25 AM,08,45,10,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Oakland, CA",20 of 20 seats remain.,20,NUpath Capstone Experience,NUpath Integration Experience,,,,,,,,,,,,,,,,,,,,,,,,,NUpath Writing Intensive,Computer&Info Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Development,Lecture,Computer Science,4550,01,4,11597,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Online,150 of 150 seats remain.,150,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Computer&Info Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Development,Lecture,Computer Science,4550,04,4,18447,"Tuesday,Friday",S,M,W,T,T,S,F,10:35 AM - 12:15 PM,10,35,12,15,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Oakland, CA",15 of 15 seats remain.,15,NU Core Capstone,NUpath Capstone Experience,,,,,,,,,,,,,,,,,,,,,,,,,NU Core Writing Intsv in Majr,NUpath Writing Intensive,Computer&Info Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Fundamentals,Lecture,Computer Science,4700,01,4,14508,"Tuesday,Friday",S,M,W,T,T,S,F,01:35 PM - 03:15 PM,01,35,03,15,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,48 of 48 seats remain.,48,Computer&Info Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network Fundamentals,Lecture,Computer Science,4700,02,4,14509,"Tuesday,Friday",S,M,W,T,T,S,F,03:25 PM - 05:05 PM,03,25,05,05,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,48 of 48 seats remain.,48,Computer&Info Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distributed Systems,Lecture,Computer Science,4730,01,4,13594,"Tuesday,Friday",S,M,W,T,T,S,F,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,39 of 39 seats remain.,39,Computer&Info Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fundamentals of Complexity Theory,Lecture,Computer Science,4805,01,4,14511,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Online,15 of 15 seats remain.,15,Computer&Info Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI for Everyone,Lecture,Computer Science,4973,01,4,19270,"Tuesday,Friday",S,M,W,T,T,S,F,01:35 PM - 03:15 PM,01,35,03,15,Type: Class,Type:,Building: Virtual Space- Online class,Building:,Room: ROOM,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Online,"75 of 75 seats remain.
50 of 50 waitlist seats remain.",75,Topics Course,Computer&Info Sci,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI for Everyone,Lecture,Computer Science,4973,03,4,19271,"Tuesday,Friday",S,M,W,T,T,S,F,03:25 PM - 05:05 PM,03,25,05,05,Type: Class,Type:,Building: Virtual Space- Online class,Building:,Room: ROOM,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Online,"75 of 75 seats remain.
50 of 50 waitlist seats remain.",75,Topics Course,Computer&Info Sci,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Contracts and Analysis,Lecture,Computer Science,4973,04,4,18448,"Monday,Thursday",S,M,T,W,T,F,S,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,15 of 15 seats remain.,15,Topics Course,Computer&Info Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intro to Computer Vision,Lecture,Computer Science,4973,05,4,18449,"Tuesday,Friday",S,M,W,T,T,S,F,01:35 PM - 03:15 PM,01,35,03,15,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"50 of 50 seats remain.
30 of 30 waitlist seats remain.",50,Topics Course,Computer&Info Sci,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comp. Sci. Research Practical,Lecture,Computer Science,4973,06,4,18450,"Wednesday,Friday",S,M,T,W,T,S,F,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,Topics Course,Computer&Info Sci,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mechanics & Philosophy of LLMs,Lecture,Computer Science,4973,07,4,18451,"Tuesday,Friday",S,M,W,T,T,S,F,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,Topics Course,Computer&Info Sci,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Understanding Users,Lecture,Computer Science,4973,08,4,18452,Tuesday,S,M,W,T,T,F,S,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,16 of 16 seats remain.,16,Topics Course,Computer&Info Sci,Thursday,S,M,T,W,T,F,S,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tech Regs in Digital Platforms,Lecture,Computer Science,4973,09,4,18453,"Monday,Wednesday",S,M,T,W,T,F,S,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,10 of 10 seats remain.,10,Topics Course,Computer&Info Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensive Foundations of Computer Science,Lecture,Computer Science,5001,01,4,18454,"Monday,Wednesday",S,M,T,W,T,F,S,06:00 PM - 07:40 PM,06,00,07,40,Type: Class,Type:,Building: Northeastern Arlington Tower,Building:,Room: 1524,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Arlington, VA","24 of 24 seats remain.
10 of 10 waitlist seats remain.",24,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensive Foundations of Computer Science,Lecture,Computer Science,5001,02,4,18455,Wednesday,S,M,T,W,T,F,S,02:00 PM - 05:20 PM,02,00,05,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Seattle, WA","30 of 30 seats remain.
15 of 15 waitlist seats remain.",30,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensive Foundations of Computer Science,Lecture,Computer Science,5001,03,4,18456,Tuesday,S,M,W,T,T,F,S,06:00 PM - 09:20 PM,06,00,09,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Seattle, WA","30 of 30 seats remain.
15 of 15 waitlist seats remain.",30,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensive Foundations of Computer Science,Lecture,Computer Science,5001,04,4,18457,Tuesday,S,M,W,T,T,F,S,03:15 PM - 05:15 PM,03,15,05,15,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Vancouver, Canada","30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensive Foundations of Computer Science,Lecture,Computer Science,5001,05,4,18458,Tuesday,S,M,W,T,T,F,S,05:30 PM - 07:30 PM,05,30,07,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Vancouver, Canada","30 of 30 seats remain.
15 of 15 waitlist seats remain.",30,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensive Foundations of Computer Science,Lecture,Computer Science,5001,06,4,18459,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Online,"49 of 49 seats remain.
15 of 15 waitlist seats remain.",49,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensive Foundations of Computer Science,Lecture,Computer Science,5001,07,4,18460,Monday,S,M,T,W,T,F,S,06:00 PM - 09:20 PM,06,00,09,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"79 of 79 seats remain.
40 of 40 waitlist seats remain.",79,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensive Foundations of Computer Science,Lecture,Computer Science,5001,08,4,18461,Tuesday,S,M,W,T,T,F,S,06:00 PM - 09:20 PM,06,00,09,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"79 of 79 seats remain.
40 of 40 waitlist seats remain.",79,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensive Foundations of Computer Science,Lecture,Computer Science,5001,09,4,18462,Tuesday,S,M,W,T,T,F,S,01:00 PM - 04:20 PM,01,00,04,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Portland, Maine","30 of 30 seats remain.
15 of 15 waitlist seats remain.",30,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensive Foundations of Computer Science,Lecture,Computer Science,5001,10,4,18463,Wednesday,S,M,T,W,T,F,S,06:00 PM - 09:20 PM,06,00,09,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Portland, Maine","16 of 16 seats remain.
10 of 10 waitlist seats remain.",16,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensive Foundations of Computer Science,Lecture,Computer Science,5001,11,4,18464,Monday,S,M,T,W,T,F,S,03:00 PM - 06:20 PM,03,00,06,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Silicon Valley, CA","30 of 30 seats remain.
15 of 15 waitlist seats remain.",30,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensive Foundations of Computer Science,Lecture,Computer Science,5001,12,4,18465,Tuesday,S,M,W,T,T,F,S,11:00 AM - 02:20 PM,11,00,02,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Silicon Valley, CA","30 of 30 seats remain.
15 of 15 waitlist seats remain.",30,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensive Foundations of Computer Science,Lecture,Computer Science,5001,13,4,18466,Tuesday,S,M,W,T,T,F,S,09:00 AM - 12:20 PM,09,00,12,20,Type: Class,Type:,Building: Miami Campus 230 NW 24th St,Building:,Room: 506,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Miami, FL","25 of 25 seats remain.
5 of 5 waitlist seats remain.",25,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensive Foundations of Computer Science,Lecture,Computer Science,5001,30,4,18467,"Tuesday,Friday",S,M,W,T,T,S,F,12:25 PM - 02:05 PM,12,25,02,05,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Oakland, CA","30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discrete Structures,Lecture,Computer Science,5002,01,4,18468,"Tuesday,Thursday",S,M,W,T,T,F,S,06:00 PM - 07:40 PM,06,00,07,40,Type: Class,Type:,Building: Northeastern Arlington Tower,Building:,Room: 1505,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Arlington, VA","24 of 24 seats remain.
10 of 10 waitlist seats remain.",24,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discrete Structures,Lecture,Computer Science,5002,02,4,18469,Thursday,S,M,T,W,T,F,S,06:00 PM - 09:20 PM,06,00,09,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Seattle, WA","30 of 30 seats remain.
15 of 15 waitlist seats remain.",30,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discrete Structures,Lecture,Computer Science,5002,03,4,18470,Friday,S,M,T,W,T,S,F,10:00 AM - 01:20 PM,10,00,01,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Seattle, WA","30 of 30 seats remain.
15 of 15 waitlist seats remain.",30,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discrete Structures,Lecture,Computer Science,5002,04,4,18471,Friday,S,M,T,W,T,S,F,03:15 PM - 05:15 PM,03,15,05,15,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Vancouver, Canada","30 of 30 seats remain.
15 of 15 waitlist seats remain.",30,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discrete Structures,Lecture,Computer Science,5002,05,4,18472,Friday,S,M,T,W,T,S,F,05:30 PM - 07:30 PM,05,30,07,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Vancouver, Canada","30 of 30 seats remain.
15 of 15 waitlist seats remain.",30,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discrete Structures,Lecture,Computer Science,5002,06,4,18473,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Online,"49 of 49 seats remain.
15 of 15 waitlist seats remain.",49,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discrete Structures,Lecture,Computer Science,5002,07,4,18474,"Monday,Thursday",S,M,T,W,T,F,S,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"79 of 79 seats remain.
40 of 40 waitlist seats remain.",79,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discrete Structures,Lecture,Computer Science,5002,08,4,18475,"Monday,Wednesday",S,M,T,W,T,F,S,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"79 of 79 seats remain.
40 of 40 waitlist seats remain.",79,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discrete Structures,Lecture,Computer Science,5002,09,4,18476,Monday,S,M,T,W,T,F,S,01:00 PM - 04:20 PM,01,00,04,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Portland, Maine","30 of 30 seats remain.
15 of 15 waitlist seats remain.",30,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discrete Structures,Lecture,Computer Science,5002,10,4,18477,Tuesday,S,M,W,T,T,F,S,06:00 PM - 09:20 PM,06,00,09,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Portland, Maine","16 of 16 seats remain.
10 of 10 waitlist seats remain.",16,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discrete Structures,Lecture,Computer Science,5002,11,4,18478,"Monday,Wednesday",S,M,T,W,T,F,S,09:00 AM - 10:40 AM,09,00,10,40,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Silicon Valley, CA","60 of 60 seats remain.
30 of 30 waitlist seats remain.",60,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discrete Structures,Lecture,Computer Science,5002,12,4,18479,Tuesday,S,M,W,T,T,F,S,06:00 PM - 09:20 PM,06,00,09,20,Type: Class,Type:,Building: Miami Campus 230 NW 24th St,Building:,Room: 506,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Miami, FL","25 of 25 seats remain.
5 of 5 waitlist seats remain.",25,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discrete Structures,Lecture,Computer Science,5002,30,4,18480,Monday,S,M,T,W,T,F,S,04:15 PM - 07:35 PM,04,15,07,35,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Oakland, CA","30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recitation for CS 5001,Recitation/Discussion,Computer Science,5003,01,0,18481,Wednesday,S,M,T,W,T,F,S,03:30 PM - 05:00 PM,03,30,05,00,Type: Class,Type:,Building: Northeastern Arlington Tower,Building:,Room: 1524,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,"Arlington, VA","24 of 24 seats remain.
10 of 10 waitlist seats remain.",24,GSCS Computer & Info Science,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
